PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28209488","Postoperative maintenance levonorgestrel-releasing intrauterine system and endometrioma recurrence: a randomized controlled study","Chen YJ, Hsu TF, Huang BS, Tsai HW, Chang YH, Wang PH.","Am J Obstet Gynecol. 2017 Jun;216(6):582.e1-582.e9. doi: 10.1016/j.ajog.2017.02.008. Epub 2017 Feb 15.","Chen YJ","Am J Obstet Gynecol","2017","2017/02/18","","","10.1016/j.ajog.2017.02.008"
"15950657","A randomized trial of excision versus ablation for mild endometriosis","Wright J, Lotfallah H, Jones K, Lovell D.","Fertil Steril. 2005 Jun;83(6):1830-6. doi: 10.1016/j.fertnstert.2004.11.066.","Wright J","Fertil Steril","2005","2005/06/14","","","10.1016/j.fertnstert.2004.11.066"
"29083258","Dienogest for Treatment of Endometriosis in Chinese Women: A Placebo-Controlled, Randomized, Double-Blind Phase 3 Study","Lang J, Yu Q, Zhang S, Li H, Gude K, von Ludwig C, Ren X, Dong L.","J Womens Health (Larchmt). 2018 Feb;27(2):148-155. doi: 10.1089/jwh.2017.6399. Epub 2017 Oct 30.","Lang J","J Womens Health (Larchmt)","2018","2017/10/31","","","10.1089/jwh.2017.6399"
"29901369","DMPA Suppresses Cell Proliferation and Enhances Cell Apoptosis of Eutopic Endometrium in Women with Endometriosis: A Randomized Controlled Study","Tingthanatikul Y, Tawarasumida Y, Lertvikool S, Wongkularb A, Sophonsritsuk A, Weerakiet S, Sroyraya M, Chansela P, Changklungmoa N, Songkoomkrong S, Poljaroen J, Sobhon P.","J Med Assoc Thai. 2016 Jul;99(7):751-6.","Tingthanatikul Y","J Med Assoc Thai","2016","2018/06/15","","",""
"35276031","A single-blind, randomized, pilot study of a brief mindfulness-based intervention for the endometriosis-related pain management","Moreira MF, Gamboa OL, Pinho Oliveira MA.","Eur J Pain. 2022 May;26(5):1147-1162. doi: 10.1002/ejp.1939. Epub 2022 Mar 18.","Moreira MF","Eur J Pain","2022","2022/03/11","","","10.1002/ejp.1939"
"15482763","Laparoscopic excision of endometriosis: a randomized, placebo-controlled trial","Abbott J, Hawe J, Hunter D, Holmes M, Finn P, Garry R.","Fertil Steril. 2004 Oct;82(4):878-84. doi: 10.1016/j.fertnstert.2004.03.046.","Abbott J","Fertil Steril","2004","2004/10/16","","","10.1016/j.fertnstert.2004.03.046"
"25580428","Impact of medical and surgical treatment of endometriosis on the cure of endometriosis and pain","Mettler L, Ruprai R, Alkatout I.","Biomed Res Int. 2014;2014:264653. doi: 10.1155/2014/264653. Epub 2014 Dec 15.","Mettler L","Biomed Res Int","2014","2015/01/13","PMC4279262","","10.1155/2014/264653"
"39588841","Excisional surgery versus ablative surgery for ovarian endometrioma","Kalra R, McDonnell R, Stewart F, Hart RJ, Hickey M, Farquhar C.","Cochrane Database Syst Rev. 2024 Nov 26;11(11):CD004992. doi: 10.1002/14651858.CD004992.pub4.","Kalra R","Cochrane Database Syst Rev","2024","2024/11/26","PMC11590177","","10.1002/14651858.CD004992.pub4"
"37610988","Perioperative hormone treatment of endometriosis","Farkas W, Lazaridis A, Odejinmi F, Hirsch M.","Curr Opin Obstet Gynecol. 2023 Oct 1;35(5):434-439. doi: 10.1097/GCO.0000000000000902. Epub 2023 Aug 17.","Farkas W","Curr Opin Obstet Gynecol","2023","2023/08/23","","","10.1097/GCO.0000000000000902"
"24768960","To excise or ablate endometriosis? A prospective randomized double-blinded trial after 5-year follow-up","Healey M, Cheng C, Kaur H.","J Minim Invasive Gynecol. 2014 Nov-Dec;21(6):999-1004. doi: 10.1016/j.jmig.2014.04.002. Epub 2014 Apr 24.","Healey M","J Minim Invasive Gynecol","2014","2014/04/29","","","10.1016/j.jmig.2014.04.002"
"34431079","Pentoxifylline for the treatment of endometriosis-associated pain and infertility","Grammatis AL, Georgiou EX, Becker CM.","Cochrane Database Syst Rev. 2021 Aug 25;8(8):CD007677. doi: 10.1002/14651858.CD007677.pub4.","Grammatis AL","Cochrane Database Syst Rev","2021","2021/08/25","PMC8407096","","10.1002/14651858.CD007677.pub4"
"16385658","The effect of preoperative ketorolac on WBC response and pain in laparoscopic surgery for endometriosis","Hong JY.","Yonsei Med J. 2005 Dec 31;46(6):812-7. doi: 10.3349/ymj.2005.46.6.812.","Hong JY","Yonsei Med J","2005","2005/12/31","PMC2810596","","10.3349/ymj.2005.46.6.812"
"15104826","Long-term effectiveness of presacral neurectomy for the treatment of severe dysmenorrhea due to endometriosis","Zullo F, Palomba S, Zupi E, Russo T, Morelli M, Sena T, Pellicano M, Mastrantonio P.","J Am Assoc Gynecol Laparosc. 2004 Feb;11(1):23-8. doi: 10.1016/s1074-3804(05)60005-9.","Zullo F","J Am Assoc Gynecol Laparosc","2004","2004/04/24","","","10.1016/s1074-3804(05)60005-9"
"39724904","INTEGRATED MANAGEMENT OF OVARIAN ENDOMETRIOMAS: PRE- AND POST-SURGICAL USE OF DIENOGEST","Grigalashvili N, Pkhaladze L, Khomasuridze A.","Georgian Med News. 2024 Oct;(355):201-205.","Grigalashvili N","Georgian Med News","2024","2024/12/26","","",""
"28950844","Effect of simvastatin on monocyte chemoattractant protein-1 expression in endometriosis patients: a randomized controlled trial","Waiyaput W, Pumipichet S, Weerakiet S, Rattanasiri S, Sophonsritsuk A.","BMC Womens Health. 2017 Sep 26;17(1):89. doi: 10.1186/s12905-017-0446-3.","Waiyaput W","BMC Womens Health","2017","2017/09/28","PMC5615793","","10.1186/s12905-017-0446-3"
"37553023","Pleural effusion secondary to endometriosis: A systematic review","Porcel JM, Sancho-Marquina P, Monteagudo P, Bielsa S.","Am J Med Sci. 2023 Oct;366(4):296-304. doi: 10.1016/j.amjms.2023.08.003. Epub 2023 Aug 6.","Porcel JM","Am J Med Sci","2023","2023/08/08","","","10.1016/j.amjms.2023.08.003"
"33217865","Laparoscopic anterior resection of rectum for rectal deeply infiltrating endometriosis: A short-term prospective randomized trial","Yang YP, Yu LY, Shi J, Li JN, Wang M, Liu TJ.","Medicine (Baltimore). 2020 Nov 20;99(47):e23309. doi: 10.1097/MD.0000000000023309.","Yang YP","Medicine (Baltimore)","2020","2020/11/21","PMC7676554","","10.1097/MD.0000000000023309"
"35576938","Cognitive Behavioral Therapy in Endometriosis, Psychological Based Intervention: A Systematic Review","Donatti L, Malvezzi H, Azevedo BC, Baracat EC, Podgaec S.","Rev Bras Ginecol Obstet. 2022 Mar;44(3):295-303. doi: 10.1055/s-0042-1742406. Epub 2022 May 16.","Donatti L","Rev Bras Ginecol Obstet","2022","2022/05/16","PMC9948268","","10.1055/s-0042-1742406"
"29194531","Conservative surgery versus colorectal resection in deep endometriosis infiltrating the rectum: a randomized trial","Roman H, Bubenheim M, Huet E, Bridoux V, Zacharopoulou C, Daraï E, Collinet P, Tuech JJ.","Hum Reprod. 2018 Jan 1;33(1):47-57. doi: 10.1093/humrep/dex336.","Roman H","Hum Reprod","2018","2017/12/02","PMC5850309","","10.1093/humrep/dex336"
"34036409","Adhesion prevention after endometriosis surgery - results of a randomized, controlled clinical trial with second-look laparoscopy","Krämer B, Andress J, Neis F, Hoffmann S, Brucker S, Kommoss S, Höller A.","Langenbecks Arch Surg. 2021 Sep;406(6):2133-2143. doi: 10.1007/s00423-021-02193-x. Epub 2021 May 26.","Krämer B","Langenbecks Arch Surg","2021","2021/05/26","PMC8481146","","10.1007/s00423-021-02193-x"
"27984749","Laparoscopic management of ureteral endometriosis: A systematic review","Cavaco-Gomes J, Martinho M, Gilabert-Aguilar J, Gilabert-Estélles J.","Eur J Obstet Gynecol Reprod Biol. 2017 Mar;210:94-101. doi: 10.1016/j.ejogrb.2016.12.011. Epub 2016 Dec 12.","Cavaco-Gomes J","Eur J Obstet Gynecol Reprod Biol","2017","2016/12/17","","","10.1016/j.ejogrb.2016.12.011"
"31718952","Surgical Outcomes in Patients With Endometriosis: A Systematic Review","Singh SS, Gude K, Perdeaux E, Gattrell WT, Becker CM.","J Obstet Gynaecol Can. 2020 Jul;42(7):881-888.e11. doi: 10.1016/j.jogc.2019.08.004. Epub 2019 Nov 9.","Singh SS","J Obstet Gynaecol Can","2020","2019/11/14","","","10.1016/j.jogc.2019.08.004"
"32004880","A systematic review and meta-analysis of the associations between endometriosis and irritable bowel syndrome","Saidi K, Sharma S, Ohlsson B.","Eur J Obstet Gynecol Reprod Biol. 2020 Mar;246:99-105. doi: 10.1016/j.ejogrb.2020.01.031. Epub 2020 Jan 25.","Saidi K","Eur J Obstet Gynecol Reprod Biol","2020","2020/02/01","","","10.1016/j.ejogrb.2020.01.031"
"33527359","Conservative vs radical bowel surgery for endometriosis: A systematic analysis of complications","Heinz-Partington S, Costa W, Martins WP, Condous G.","Aust N Z J Obstet Gynaecol. 2021 Apr;61(2):169-176. doi: 10.1111/ajo.13311. Epub 2021 Feb 1.","Heinz-Partington S","Aust N Z J Obstet Gynaecol","2021","2021/02/02","","","10.1111/ajo.13311"
"37267394","Adjuvant use of melatonin for pain management in endometriosis-associated pelvic pain-A randomized double-blinded, placebo-controlled trial","Söderman L, Böttiger Y, Edlund M, Järnbert-Pettersson H, Marions L.","PLoS One. 2023 Jun 2;18(6):e0286182. doi: 10.1371/journal.pone.0286182. eCollection 2023.","Söderman L","PLoS One","2023","2023/06/02","PMC10237656","","10.1371/journal.pone.0286182"
"34478564","Ovarian function following use of various hemostatic techniques during treatment for unilateral endometrioma: A randomized controlled trial","Araujo RSDC, Maia SB, Baracat CMF, Fernandes CQBA, Ribeiro HSAA, Ribeiro PAAG.","Int J Gynaecol Obstet. 2022 Jun;157(3):549-556. doi: 10.1002/ijgo.13912. Epub 2021 Sep 21.","Araujo RSDC","Int J Gynaecol Obstet","2022","2021/09/03","","","10.1002/ijgo.13912"
"30888478","Effects of clarithromycin on inflammatory markers and clinical manifestations in postsurgical follow-up of patients with endometriosis: a double-blinded randomized placebo-controlled clinical trial","Alborzi S, Poordast T, Askary E, Dorniani G.","Arch Gynecol Obstet. 2019 May;299(5):1305-1312. doi: 10.1007/s00404-019-05057-4. Epub 2019 Mar 19.","Alborzi S","Arch Gynecol Obstet","2019","2019/03/20","","","10.1007/s00404-019-05057-4"
"11978277","Prolonged GnRH agonist and add-back therapy for symptomatic endometriosis: long-term follow-up","Surrey ES, Hornstein MD.","Obstet Gynecol. 2002 May;99(5 Pt 1):709-19. doi: 10.1016/s0029-7844(02)01945-2.","Surrey ES","Obstet Gynecol","2002","2002/04/30","","","10.1016/s0029-7844(02)01945-2"
"28874260","Endometriosis and obstetrics complications: a systematic review and meta-analysis","Zullo F, Spagnolo E, Saccone G, Acunzo M, Xodo S, Ceccaroni M, Berghella V.","Fertil Steril. 2017 Oct;108(4):667-672.e5. doi: 10.1016/j.fertnstert.2017.07.019. Epub 2017 Sep 2.","Zullo F","Fertil Steril","2017","2017/09/07","","","10.1016/j.fertnstert.2017.07.019"
"26250349","Accuracy of transvaginal ultrasound for diagnosis of deep endometriosis in uterosacral ligaments, rectovaginal septum, vagina and bladder: systematic review and meta-analysis","Guerriero S, Ajossa S, Minguez JA, Jurado M, Mais V, Melis GB, Alcazar JL.","Ultrasound Obstet Gynecol. 2015 Nov;46(5):534-45. doi: 10.1002/uog.15667.","Guerriero S","Ultrasound Obstet Gynecol","2015","2015/08/08","","","10.1002/uog.15667"
"17218230","Pentoxifylline therapy after laparoscopic surgery for different stages of endometriosis: a prospective, double-blind, randomized, placebo-controlled study","Alborzi S, Ghotbi S, Parsanezhad ME, Dehbashi S, Alborzi S, Alborzi M.","J Minim Invasive Gynecol. 2007 Jan-Feb;14(1):54-8. doi: 10.1016/j.jmig.2006.06.024.","Alborzi S","J Minim Invasive Gynecol","2007","2007/01/16","","","10.1016/j.jmig.2006.06.024"
"38489713","Ferroptosis and oxidative stress in endometriosis: A systematic review of the literature","Ni C, Li D.","Medicine (Baltimore). 2024 Mar 15;103(11):e37421. doi: 10.1097/MD.0000000000037421.","Ni C","Medicine (Baltimore)","2024","2024/03/15","PMC10939684","","10.1097/MD.0000000000037421"
"39395815","Once Daily Oral Relugolix Combination Therapy Versus Placebo in Patients With Endometriosis-Associated Pain: Two Replicate Phase 3, Randomised, Double-Blind, Studies (SPIRIT 1 and 2)","Adams ED.","J Obstet Gynecol Neonatal Nurs. 2024 Nov;53(6):590-593. doi: 10.1016/j.jogn.2024.09.009. Epub 2024 Oct 10.","Adams ED","J Obstet Gynecol Neonatal Nurs","2024","2024/10/12","","","10.1016/j.jogn.2024.09.009"
"16963174","Use of a progestogen only preparation containing desogestrel in the treatment of recurrent pelvic pain after conservative surgery for endometriosis","Razzi S, Luisi S, Ferretti C, Calonaci F, Gabbanini M, Mazzini M, Petraglia F.","Eur J Obstet Gynecol Reprod Biol. 2007 Dec;135(2):188-90. doi: 10.1016/j.ejogrb.2006.08.002. Epub 2006 Sep 11.","Razzi S","Eur J Obstet Gynecol Reprod Biol","2007","2006/09/12","","","10.1016/j.ejogrb.2006.08.002"
"25749349","Dienogest in the treatment of endometriosis: systematic review","Andres Mde P, Lopes LA, Baracat EC, Podgaec S.","Arch Gynecol Obstet. 2015 Sep;292(3):523-9. doi: 10.1007/s00404-015-3681-6. Epub 2015 Mar 8.","Andres Mde P","Arch Gynecol Obstet","2015","2015/03/10","","","10.1007/s00404-015-3681-6"
"33345783","Treatment of Thoracic Endometriosis Syndrome: A Meta-Analysis and Review","Ciriaco P, Muriana P, Lembo R, Carretta A, Negri G.","Ann Thorac Surg. 2022 Jan;113(1):324-336. doi: 10.1016/j.athoracsur.2020.09.064. Epub 2020 Dec 18.","Ciriaco P","Ann Thorac Surg","2022","2020/12/21","","","10.1016/j.athoracsur.2020.09.064"
"25286781","Laparoscopic surgery for subfertility related to endometriosis: a meta-analysis","Jin X, Ruiz Beguerie J.","Taiwan J Obstet Gynecol. 2014 Sep;53(3):303-8. doi: 10.1016/j.tjog.2013.02.004.","Jin X","Taiwan J Obstet Gynecol","2014","2014/10/08","","","10.1016/j.tjog.2013.02.004"
"33992553","Ferroptosis resistance mechanisms in endometriosis for diagnostic model establishment","Li B, Duan H, Wang S, Li Y.","Reprod Biomed Online. 2021 Jul;43(1):127-138. doi: 10.1016/j.rbmo.2021.04.002. Epub 2021 Apr 20.","Li B","Reprod Biomed Online","2021","2021/05/16","","","10.1016/j.rbmo.2021.04.002"
"38999962","Inflammatory Changes after Medical Suppression of Suspected Endometriosis for Implantation Failure: Preliminary Results","Lessey BA, Dong A, Deaton JL, Angress D, Savaris RF, Walker SJ.","Int J Mol Sci. 2024 Jun 22;25(13):6852. doi: 10.3390/ijms25136852.","Lessey BA","Int J Mol Sci","2024","2024/07/13","PMC11241468","","10.3390/ijms25136852"
"36656435","Efficacy and safety of oral gonadotropin-releasing hormone antagonists in moderate-to-severe endometriosis-associated pain: a systematic review and network meta-analysis","Xin L, Ma Y, Ye M, Chen L, Liu F, Hou Q.","Arch Gynecol Obstet. 2023 Oct;308(4):1047-1056. doi: 10.1007/s00404-022-06862-0. Epub 2023 Jan 19.","Xin L","Arch Gynecol Obstet","2023","2023/01/19","PMC10435625","","10.1007/s00404-022-06862-0"
"16782099","Persistence of dysmenorrhea and nonmenstrual pain after optimal endometriosis surgery may indicate adenomyosis","Parker JD, Leondires M, Sinaii N, Premkumar A, Nieman LK, Stratton P.","Fertil Steril. 2006 Sep;86(3):711-5. doi: 10.1016/j.fertnstert.2006.01.030. Epub 2006 Jun 16.","Parker JD","Fertil Steril","2006","2006/06/20","","","10.1016/j.fertnstert.2006.01.030"
"17178185","A randomized study comparing triptorelin or expectant management following conservative laparoscopic surgery for symptomatic stage III-IV endometriosis","Loverro G, Carriero C, Rossi AC, Putignano G, Nicolardi V, Selvaggi L.","Eur J Obstet Gynecol Reprod Biol. 2008 Feb;136(2):194-8. doi: 10.1016/j.ejogrb.2006.10.034. Epub 2006 Dec 18.","Loverro G","Eur J Obstet Gynecol Reprod Biol","2008","2006/12/21","","","10.1016/j.ejogrb.2006.10.034"
"28707810","Curative effect of 1.88-mg and 3.75-mg gonadotrophin-releasing hormone agonist on stage III-IV endometriosis: Randomized controlled study","Tang H, Wu R, Li X, Zhou Y, Liu Z, Wang C, Chen Y, Zhang F.","J Obstet Gynaecol Res. 2017 Oct;43(10):1550-1554. doi: 10.1111/jog.13420. Epub 2017 Jul 14.","Tang H","J Obstet Gynaecol Res","2017","2017/07/15","","","10.1111/jog.13420"
"36252916","Symptoms and Surgical Technique of Bladder Endometriosis: A Systematic Review","Tomasi MC, Ribeiro PAA, Farah D, Vidoto Cervantes G, Nicola AL, Abdalla-Ribeiro HS.","J Minim Invasive Gynecol. 2022 Dec;29(12):1294-1302. doi: 10.1016/j.jmig.2022.10.003. Epub 2022 Oct 15.","Tomasi MC","J Minim Invasive Gynecol","2022","2022/10/17","","","10.1016/j.jmig.2022.10.003"
"18487215","Combined laparoscopic surgery and pentoxifylline therapy for treatment of endometriosis-associated infertility: a preliminary trial","Creus M, Fábregues F, Carmona F, del Pino M, Manau D, Balasch J.","Hum Reprod. 2008 Aug;23(8):1910-6. doi: 10.1093/humrep/den167. Epub 2008 May 16.","Creus M","Hum Reprod","2008","2008/05/20","","","10.1093/humrep/den167"
"26450609","A systematic review on endometriosis during pregnancy: diagnosis, misdiagnosis, complications and outcomes","Leone Roberti Maggiore U, Ferrero S, Mangili G, Bergamini A, Inversetti A, Giorgione V, Viganò P, Candiani M.","Hum Reprod Update. 2016 Jan-Feb;22(1):70-103. doi: 10.1093/humupd/dmv045. Epub 2015 Oct 7.","Leone Roberti Maggiore U","Hum Reprod Update","2016","2015/10/10","","","10.1093/humupd/dmv045"
"34036845","Dienogest vs GnRH agonists as postoperative therapy after laparoscopic eradication of deep infiltrating endometriosis with bowel and parametrial surgery: a randomized controlled trial","Ceccaroni M, Clarizia R, Liverani S, Donati A, Ceccarello M, Manzone M, Roviglione G, Ferrero S.","Gynecol Endocrinol. 2021 Oct;37(10):930-933. doi: 10.1080/09513590.2021.1929151. Epub 2021 May 26.","Ceccaroni M","Gynecol Endocrinol","2021","2021/05/26","","","10.1080/09513590.2021.1929151"
"31630985","Diagnosis, surgical treatment and postoperative outcomes of hepatic endometriosis: A systematic review","Prodromidou A, Machairas N, Paspala A, Hasemaki N, Sotiropoulos GC.","Ann Hepatol. 2020 Jan-Feb;19(1):17-23. doi: 10.1016/j.aohep.2019.08.006. Epub 2019 Sep 28.","Prodromidou A","Ann Hepatol","2020","2019/10/22","","","10.1016/j.aohep.2019.08.006"
"37543781","Efficacy and safety of different subsequent therapies after fertility preserving surgery for endometriosis: A systematic review and network meta-analysis","Zheng Y, Ma R, Xu H, Wang L, Zhang L, Mao H, Zhao R.","Medicine (Baltimore). 2023 Aug 4;102(31):e34496. doi: 10.1097/MD.0000000000034496.","Zheng Y","Medicine (Baltimore)","2023","2023/08/06","PMC10403030","","10.1097/MD.0000000000034496"
"35272940","The effect of vasopressin injection on ovarian reserve in patients with ovarian endometrioma: a randomized controlled trial","Alborzi S, Poordast T, Askary E, Chamanara K, Zahiri Sorouri Z, Hosseini Najar Kellaii E, Pirzadeh Nahooji S.","Reprod Biomed Online. 2022 Apr;44(4):651-658. doi: 10.1016/j.rbmo.2021.11.024. Epub 2021 Dec 3.","Alborzi S","Reprod Biomed Online","2022","2022/03/11","","","10.1016/j.rbmo.2021.11.024"
